unit_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_9,sensor_12,sensor_14,sensor_17,RUL
1,22,0.0002,0.0,100.0,642.77,1592.93,1400.57,553.63,9061.21,522.0,8130.41,392,150
1,23,0.0034,-0.0003,100.0,642.14,1588.19,1394.75,553.98,9046.28,521.52,8127.9,392,150
1,24,-0.001,0.0003,100.0,642.38,1590.83,1398.81,553.49,9043.76,522.13,8133.88,392,150
1,25,0.0023,-0.0004,100.0,642.77,1594.1,1399.39,554.0,9054.16,522.56,8136.61,393,150
1,26,0.0,0.0002,100.0,642.16,1589.08,1396.07,554.11,9047.11,522.28,8131.15,394,150
1,27,-0.0012,-0.0004,100.0,642.44,1590.47,1401.84,554.07,9047.96,522.0,8134.6,393,150
1,28,-0.0024,0.0005,100.0,642.35,1582.84,1399.13,554.68,9049.84,522.57,8127.3,390,150
1,29,0.0012,-0.0001,100.0,641.91,1584.83,1400.99,554.25,9050.47,522.41,8133.06,393,150
1,30,-0.0022,0.0,100.0,642.2,1593.52,1396.08,554.37,9045.62,522.19,8137.86,390,150
1,31,0.0014,0.0005,100.0,642.02,1584.18,1396.9,554.13,9058.78,521.95,8125.28,392,150
1,32,0.0005,-0.0003,100.0,642.33,1591.38,1400.36,554.96,9050.97,521.92,8129.7,392,150
1,33,-0.0042,-0.0004,100.0,642.71,1588.4,1402.43,554.61,9047.13,521.91,8134.42,392,150
1,34,0.0015,-0.0001,100.0,642.54,1581.47,1400.48,554.3,9046.46,521.7,8126.61,392,150
1,35,0.0003,0.0002,100.0,642.44,1590.0,1403.0,554.3,9045.76,521.75,8140.17,391,150
1,36,-0.0004,-0.0002,100.0,642.54,1581.72,1405.54,554.53,9044.56,522.32,8132.48,392,150
1,37,-0.0004,-0.0,100.0,641.99,1579.11,1398.9,554.63,9055.44,522.29,8131.95,392,150
1,38,-0.0018,-0.0002,100.0,641.93,1589.6,1399.5,554.7,9055.27,522.42,8136.61,392,150
1,39,-0.003,-0.0001,100.0,642.01,1583.21,1400.69,553.97,9051.76,522.23,8131.81,392,150
1,40,-0.0,-0.0004,100.0,642.24,1582.08,1401.77,554.57,9052.98,521.84,8131.03,392,150
1,41,0.0033,0.0004,100.0,642.4,1591.31,1403.21,553.72,9048.99,522.07,8138.08,392,150
1,42,0.0005,-0.0004,100.0,642.12,1584.66,1401.38,553.94,9057.06,522.23,8130.88,392,150
1,43,-0.0027,0.0005,100.0,642.24,1591.52,1406.05,553.68,9057.88,522.74,8127.22,392,149
1,44,-0.0001,0.0002,100.0,641.93,1586.94,1401.2,554.15,9046.87,522.3,8131.45,392,148
1,45,-0.0013,-0.0,100.0,642.53,1582.42,1399.16,553.83,9060.32,521.73,8128.31,393,147
1,46,0.0003,0.0001,100.0,642.43,1588.29,1401.27,553.76,9060.38,522.02,8128.71,393,146
1,47,0.0,0.0005,100.0,642.21,1580.32,1402.89,554.38,9052.04,521.84,8126.21,392,145
1,48,0.0019,0.0001,100.0,641.89,1588.51,1399.16,554.02,9045.26,521.91,8129.99,392,144
1,49,-0.0014,0.0005,100.0,642.23,1584.35,1397.76,554.23,9050.64,521.37,8135.48,392,143
1,50,-0.0032,-0.0001,100.0,642.77,1588.49,1403.62,553.92,9048.6,522.33,8127.3,392,142
1,51,-0.001,0.0003,100.0,642.81,1585.54,1400.42,553.73,9047.09,521.91,8134.36,393,141
1,52,0.0018,-0.0001,100.0,642.76,1583.77,1395.57,553.04,9056.01,522.1,8132.82,391,140
1,53,0.0021,-0.0001,100.0,642.61,1579.82,1402.26,554.16,9051.15,521.96,8134.38,392,139
1,54,-0.0002,0.0005,100.0,642.42,1592.59,1401.2,553.95,9056.29,522.44,8129.95,392,138
1,55,0.0009,-0.0,100.0,642.41,1584.95,1401.58,554.45,9048.94,522.11,8134.1,392,137
1,56,0.0007,-0.0002,100.0,642.49,1586.33,1400.76,553.98,9042.42,522.48,8135.4,391,136
1,57,-0.0033,0.0,100.0,642.13,1583.67,1402.79,553.42,9050.8,521.62,8135.48,392,135
1,58,-0.0014,0.0001,100.0,641.9,1590.46,1397.99,554.14,9050.33,522.21,8132.08,390,134
1,59,-0.0006,0.0002,100.0,642.33,1596.72,1403.51,554.62,9050.06,521.32,8128.81,392,133
1,60,-0.001,-0.0002,100.0,642.34,1582.75,1403.07,554.0,9051.69,522.49,8132.89,393,132
1,61,0.0004,0.0005,100.0,642.1,1583.55,1405.52,554.09,9050.58,522.34,8131.66,391,131
1,62,0.0004,0.0001,100.0,642.17,1581.59,1399.54,554.45,9053.62,522.19,8132.28,391,130
1,63,0.0015,0.0002,100.0,642.6,1592.14,1395.38,553.48,9049.96,521.56,8130.73,394,129
1,64,0.0017,0.0002,100.0,642.23,1584.51,1400.11,553.88,9043.67,521.82,8128.15,391,128
1,65,-0.0,0.0005,100.0,642.28,1584.72,1403.24,553.97,9044.01,521.54,8132.94,392,127
1,66,-0.0007,-0.0004,100.0,642.5,1588.5,1399.52,554.0,9059.45,521.76,8128.32,391,126
1,67,0.0016,-0.0004,100.0,642.33,1590.22,1403.02,554.31,9050.24,522.64,8134.07,393,125
1,68,-0.0018,0.0,100.0,642.51,1582.06,1404.42,554.04,9051.78,521.72,8132.39,392,124
1,69,-0.0022,0.0005,100.0,642.44,1590.7,1401.24,554.65,9050.59,522.22,8129.13,392,123
1,70,-0.0005,0.0002,100.0,642.22,1584.02,1402.78,554.01,9053.43,521.93,8130.36,392,122
1,71,0.0016,-0.0003,100.0,642.21,1580.41,1403.09,554.06,9046.09,521.72,8134.28,391,121
1,72,-0.0017,0.0001,100.0,642.41,1579.25,1406.81,553.76,9054.42,521.97,8133.95,391,120
1,73,-0.0012,-0.0002,100.0,642.29,1592.04,1397.93,553.88,9049.64,522.04,8129.85,391,119
1,74,0.0027,0.0001,100.0,642.96,1584.65,1401.48,554.03,9045.85,522.25,8132.67,392,118
1,75,0.0009,-0.0004,100.0,641.96,1582.32,1394.82,553.6,9042.32,521.77,8130.13,392,117
1,76,-0.0015,0.0002,100.0,642.21,1589.21,1398.94,553.66,9056.55,521.58,8136.44,390,116
1,77,0.0022,0.0004,100.0,642.55,1586.3,1400.97,554.61,9046.44,521.6,8135.25,393,115
1,78,0.004,0.0002,100.0,641.99,1580.76,1404.1,553.47,9042.37,522.28,8133.91,392,114
1,79,0.0022,-0.0002,100.0,642.12,1582.46,1403.93,553.77,9047.86,521.85,8135.4,394,113
1,80,-0.0002,-0.0004,100.0,641.94,1591.96,1393.58,553.91,9043.67,521.52,8134.66,392,112
1,81,-0.0018,-0.0004,100.0,642.73,1584.82,1402.04,553.88,9045.31,521.66,8128.87,392,111
1,82,-0.0012,0.0001,100.0,642.04,1589.07,1399.17,554.18,9048.22,521.95,8134.04,393,110
1,83,0.0004,0.0005,100.0,642.66,1588.05,1406.38,553.49,9049.08,521.93,8131.32,391,109
1,84,0.0005,0.0002,100.0,642.64,1585.52,1406.6,553.91,9050.47,521.54,8131.54,392,108
1,85,0.0025,0.0003,100.0,642.28,1590.12,1405.96,554.4,9056.08,522.3,8135.31,392,107
1,86,-0.0012,0.0004,100.0,641.84,1588.8,1403.56,553.69,9047.26,521.82,8130.06,394,106
1,87,0.0,-0.0004,100.0,642.33,1586.69,1413.1,554.1,9050.52,521.43,8130.41,391,105
1,88,0.0029,0.0003,100.0,641.96,1581.29,1406.09,554.48,9046.73,522.2,8131.47,392,104
1,89,0.0008,-0.0001,100.0,642.24,1584.73,1402.22,553.91,9055.24,521.55,8135.15,392,103
1,90,0.0017,-0.0001,100.0,642.67,1584.38,1412.93,552.88,9051.27,521.49,8129.72,391,102
1,91,0.0025,-0.0004,100.0,641.98,1584.84,1404.76,553.54,9050.72,521.55,8134.4,394,101
1,92,0.001,-0.0002,100.0,642.89,1590.03,1400.77,553.81,9048.36,521.91,8131.39,392,100
1,93,0.0032,0.0002,100.0,642.85,1593.74,1408.48,554.07,9047.87,521.43,8133.15,392,99
1,94,-0.0021,0.0002,100.0,642.45,1583.27,1404.94,553.86,9045.83,521.61,8132.4,393,98
1,95,0.0019,0.0003,100.0,642.86,1577.6,1410.1,553.91,9048.85,521.92,8131.63,394,97
1,96,-0.0034,0.0001,100.0,642.19,1584.07,1395.16,553.34,9048.71,521.66,8130.69,392,96
1,97,0.0035,-0.0003,100.0,642.07,1595.77,1407.81,553.4,9046.1,521.67,8128.74,392,95
1,98,0.0006,0.0004,100.0,642.0,1591.11,1404.56,552.75,9045.49,522.31,8127.89,391,94
1,99,-0.0005,-0.0,100.0,642.46,1592.73,1406.13,553.76,9045.14,521.42,8131.77,393,93
1,100,-0.0021,-0.0003,100.0,642.22,1589.63,1411.35,554.22,9045.72,521.55,8132.49,392,92
1,101,0.0012,0.0003,100.0,642.75,1584.18,1403.41,553.37,9052.3,521.89,8125.97,391,91
1,102,0.0017,0.0005,100.0,642.85,1589.11,1403.42,553.42,9051.36,521.38,8130.4,393,90
1,103,-0.0013,0.0001,100.0,642.21,1581.27,1403.21,553.64,9053.28,521.41,8124.4,392,89
1,104,-0.0001,0.0001,100.0,642.29,1590.63,1406.25,553.66,9044.73,522.38,8131.89,392,88
1,105,0.0024,0.0004,100.0,642.01,1588.28,1403.22,553.11,9048.36,521.81,8134.01,393,87
1,106,0.0,0.0001,100.0,642.68,1589.05,1404.45,553.6,9049.82,521.51,8126.38,392,86
1,107,-0.0012,-0.0001,100.0,642.53,1595.13,1407.73,553.74,9048.68,521.75,8132.4,396,85
1,108,0.0008,0.0001,100.0,643.49,1585.91,1399.47,554.43,9047.03,521.52,8131.52,393,84
1,109,-0.0011,-0.0003,100.0,642.49,1586.45,1409.1,553.59,9051.13,521.62,8130.97,394,83
1,110,-0.0,0.0004,100.0,642.55,1590.01,1401.27,554.08,9051.4,522.01,8127.16,393,82
1,111,0.0008,0.0004,100.0,642.67,1584.38,1408.11,553.49,9051.64,521.53,8132.4,392,81
1,112,0.0005,0.0003,100.0,642.66,1586.46,1401.84,553.19,9051.28,521.9,8131.52,394,80
1,113,0.0007,0.0001,100.0,642.68,1590.85,1406.59,552.91,9053.15,521.75,8129.32,393,79
1,114,0.0003,0.0004,100.0,642.31,1588.42,1402.97,554.29,9046.58,521.68,8132.36,394,78
1,115,-0.0017,0.0005,100.0,642.66,1594.84,1406.6,554.13,9050.37,521.36,8127.6,393,77
1,116,-0.002,-0.0003,100.0,642.64,1580.31,1401.99,554.4,9049.71,521.6,8134.46,394,76
1,117,0.0005,0.0004,100.0,642.38,1589.77,1409.35,554.59,9049.61,521.22,8126.12,391,75
1,118,-0.0006,-0.0004,100.0,642.34,1585.67,1409.34,554.25,9051.12,521.31,8135.21,393,74
1,119,0.0013,0.0005,100.0,642.67,1596.8,1404.46,553.77,9045.89,521.46,8123.85,394,73
1,120,-0.0024,0.0005,100.0,642.81,1593.78,1407.68,553.66,9048.72,521.34,8125.57,393,72
1,121,-0.0033,0.0004,100.0,642.63,1593.56,1411.9,553.7,9040.97,521.3,8133.94,394,71
1,122,0.0026,-0.0001,100.0,643.3,1593.68,1413.97,553.43,9042.39,520.92,8131.81,393,70
1,123,0.0016,-0.0002,100.0,643.39,1586.66,1403.04,552.64,9049.44,521.6,8129.72,392,69
1,124,0.0025,0.0002,100.0,642.48,1587.14,1402.28,552.26,9053.03,521.4,8133.82,393,68
1,125,-0.0004,0.0005,100.0,642.96,1585.47,1406.42,552.44,9046.16,521.57,8126.33,394,67
1,126,0.0016,0.0001,100.0,642.49,1582.64,1418.5,553.72,9049.11,521.35,8130.94,392,66
1,127,-0.001,0.0002,100.0,642.99,1586.9,1399.49,553.81,9047.9,521.34,8133.0,393,65
1,128,-0.0006,0.0003,100.0,642.47,1593.87,1407.06,552.74,9056.59,521.96,8132.08,393,64
1,129,-0.0033,0.0003,100.0,642.41,1591.33,1408.42,552.42,9046.08,522.02,8127.33,393,63
1,130,-0.0007,0.0002,100.0,642.7,1585.9,1412.25,552.66,9042.97,521.49,8125.29,394,62
1,131,0.0002,-0.0001,100.0,643.01,1585.78,1413.25,553.7,9045.1,521.45,8126.38,391,61
1,132,0.0032,-0.0001,100.0,643.19,1596.06,1405.76,553.16,9044.04,521.64,8128.92,393,60
1,133,0.0032,-0.0002,100.0,642.45,1592.64,1410.11,553.82,9050.95,521.23,8130.93,394,59
1,134,-0.0014,0.0,100.0,642.85,1583.62,1402.67,553.2,9046.16,521.52,8131.3,393,58
1,135,-0.0017,0.0001,100.0,642.45,1585.55,1406.83,553.09,9050.65,520.99,8129.34,392,57
1,136,0.003,-0.0001,100.0,642.84,1584.72,1404.39,554.18,9040.89,521.54,8130.43,393,56
1,137,-0.0011,0.0,100.0,642.43,1594.69,1405.15,553.39,9040.55,521.63,8128.81,394,55
1,138,-0.0011,0.0001,100.0,642.79,1589.82,1413.34,552.91,9049.64,521.57,8129.67,392,54
1,139,-0.0014,0.0005,100.0,643.11,1592.28,1412.6,553.25,9044.81,521.03,8124.97,394,53
1,140,-0.0006,-0.0001,100.0,643.05,1590.89,1408.36,552.15,9055.85,521.27,8130.27,393,52
1,141,-0.0023,0.0005,100.0,642.39,1590.02,1415.25,553.45,9050.86,521.06,8120.93,394,51
1,142,0.0026,0.0002,100.0,642.51,1595.29,1413.42,553.11,9046.61,520.44,8124.87,392,50
1,143,-0.0005,-0.0003,100.0,642.77,1593.1,1404.21,553.62,9050.63,520.98,8126.81,393,49
1,144,0.0025,-0.0004,100.0,643.09,1591.89,1405.76,553.77,9049.33,521.11,8125.47,393,48
1,145,-0.0004,-0.0001,100.0,642.95,1594.92,1409.63,553.03,9046.92,521.13,8130.91,395,47
1,146,0.0002,-0.0003,100.0,642.72,1586.75,1408.82,552.6,9045.99,521.13,8129.19,392,46
1,147,0.0047,0.0001,100.0,642.25,1594.85,1409.96,553.09,9041.24,520.92,8126.13,393,45
1,148,0.001,-0.0004,100.0,643.02,1590.03,1411.89,552.84,9040.93,521.08,8124.48,392,44
1,149,0.0025,0.0004,100.0,642.9,1592.78,1410.7,552.54,9057.24,521.13,8124.34,394,43
1,150,0.001,-0.0003,100.0,643.06,1589.01,1409.22,553.57,9044.76,520.5,8122.99,394,42
1,151,-0.0019,-0.0001,100.0,642.82,1592.39,1411.94,552.41,9048.12,520.94,8127.21,394,41
1,152,0.0009,-0.0001,100.0,642.67,1598.6,1420.83,552.62,9043.9,520.39,8119.0,395,40
1,153,0.0011,-0.0004,100.0,642.99,1589.17,1414.56,552.68,9049.43,520.69,8124.14,393,39
1,154,-0.0012,0.0,100.0,642.81,1597.03,1416.07,552.57,9049.08,520.72,8129.24,394,38
1,155,-0.0033,0.0002,100.0,642.83,1590.4,1414.89,552.89,9049.56,521.23,8120.41,394,37
1,156,-0.002,0.0003,100.0,643.04,1585.61,1421.23,553.24,9044.21,520.75,8128.48,395,36
1,157,-0.0018,0.0002,100.0,642.2,1598.04,1412.47,552.32,9053.12,520.94,8125.07,392,35
1,158,-0.0023,0.0001,100.0,642.88,1596.82,1410.09,553.19,9049.22,520.88,8126.33,394,34
1,159,-0.0006,0.0001,100.0,642.89,1589.54,1420.37,552.18,9048.06,520.65,8127.61,394,33
1,160,-0.0006,-0.0004,100.0,643.45,1590.65,1418.08,551.87,9045.42,520.47,8122.68,396,32
1,161,0.0008,0.0001,100.0,643.0,1594.2,1417.31,552.8,9048.06,520.47,8126.97,394,31
1,162,-0.0005,0.0004,100.0,643.15,1592.22,1423.48,552.68,9044.45,520.44,8123.77,394,30
1,163,0.0003,-0.0004,100.0,642.85,1600.54,1421.09,552.41,9049.24,520.3,8124.06,393,29
1,164,0.0005,-0.0002,100.0,643.17,1598.96,1416.76,551.9,9048.92,520.63,8124.63,394,28
1,165,0.001,0.0004,100.0,642.76,1597.03,1408.09,552.79,9039.09,520.69,8126.53,393,27
1,166,-0.0022,-0.0003,100.0,643.34,1596.72,1422.37,552.13,9043.11,520.02,8119.14,395,26
1,167,0.0012,0.0003,100.0,643.02,1593.83,1414.72,552.57,9042.05,520.49,8122.41,394,25
1,168,-0.0043,0.0002,100.0,642.68,1591.19,1415.7,552.09,9036.35,520.78,8124.44,393,24
1,169,-0.0017,0.0004,100.0,643.2,1590.16,1418.05,552.71,9055.18,520.44,8125.3,394,23
1,170,-0.0017,-0.0002,100.0,642.92,1592.71,1417.41,552.02,9044.03,520.23,8121.76,395,22
1,171,0.0004,-0.0003,100.0,643.26,1592.06,1414.99,552.71,9042.12,519.85,8124.87,395,21
1,172,-0.0014,-0.0003,100.0,643.33,1591.71,1413.73,551.69,9039.1,520.54,8120.08,393,20
1,173,-0.0032,0.0002,100.0,642.97,1590.69,1425.27,552.13,9048.82,520.11,8121.64,395,19
1,174,-0.0001,-0.0002,100.0,642.64,1599.81,1422.58,552.32,9041.25,520.22,8119.17,393,18
1,175,0.0001,0.0002,100.0,643.61,1603.29,1422.52,551.64,9042.66,520.38,8125.76,394,17
1,176,-0.002,-0.0003,100.0,642.86,1592.27,1422.73,551.91,9045.74,519.8,8123.8,394,16
1,177,-0.0038,-0.0003,100.0,643.79,1602.02,1423.99,551.93,9046.2,520.24,8120.11,396,15
1,178,-0.0001,0.0002,100.0,643.38,1605.33,1424.65,552.18,9046.17,520.2,8116.56,395,14
1,179,0.0023,-0.0003,100.0,642.86,1592.56,1429.45,551.57,9044.23,520.38,8116.84,395,13
1,180,-0.0024,0.0,100.0,643.58,1599.87,1417.14,552.91,9039.33,519.84,8122.57,395,12
1,181,-0.0006,0.0005,100.0,643.44,1596.71,1420.64,551.83,9038.29,520.43,8114.79,397,11
1,182,-0.001,0.0003,100.0,644.21,1602.08,1426.62,551.9,9041.23,520.46,8119.67,397,10
1,183,0.0001,0.0001,100.0,643.24,1597.23,1419.03,551.38,9040.94,520.05,8117.8,396,9
1,184,0.0004,0.0003,100.0,644.07,1605.44,1432.52,551.0,9047.91,519.77,8115.61,395,8
1,185,0.0008,0.0001,100.0,643.8,1603.46,1424.4,551.64,9043.71,519.82,8113.69,395,7
1,186,0.0027,-0.0003,100.0,643.51,1595.16,1426.3,552.57,9051.37,520.08,8123.45,397,6
1,187,-0.0047,-0.0,100.0,643.32,1592.1,1427.27,551.08,9037.71,519.53,8115.67,396,5
1,188,-0.0067,0.0003,100.0,643.75,1602.38,1422.78,551.94,9037.91,519.79,8117.69,396,4
1,189,-0.0006,0.0002,100.0,644.18,1596.17,1428.01,550.7,9044.55,519.58,8117.51,395,3
1,190,-0.0027,0.0001,100.0,643.64,1599.22,1425.95,551.29,9040.58,520.04,8112.58,398,2
1,191,-0.0,-0.0004,100.0,643.34,1602.36,1425.77,550.92,9042.76,519.57,8114.61,394,1
1,192,0.0009,-0.0,100.0,643.54,1601.41,1427.2,551.25,9033.22,520.08,8110.93,396,0
2,1,-0.0018,0.0006,100.0,641.89,1583.84,1391.28,554.53,9054.72,522.33,8137.72,391,150
2,2,0.0043,-0.0003,100.0,641.82,1587.05,1393.13,554.77,9051.31,522.7,8131.09,392,150
2,3,0.0018,0.0003,100.0,641.55,1588.32,1398.96,555.14,9054.24,522.58,8140.58,391,150
2,4,0.0035,-0.0004,100.0,641.68,1584.15,1396.08,554.25,9058.01,522.49,8140.44,391,150
2,5,0.0005,0.0004,100.0,641.73,1579.03,1402.52,555.12,9058.15,522.27,8136.67,390,150
2,6,-0.001,0.0004,100.0,641.3,1577.5,1396.76,554.98,9054.07,522.8,8133.65,392,150
2,7,0.0001,-0.0002,100.0,642.03,1587.49,1400.65,554.84,9052.67,522.14,8136.33,391,150
2,8,0.0015,-0.0004,100.0,642.55,1590.41,1395.39,554.65,9055.82,522.77,8137.92,391,150
2,9,0.0017,-0.0004,100.0,641.98,1581.99,1395.01,554.69,9051.67,522.4,8145.29,390,150
2,10,-0.0045,0.0002,100.0,641.99,1586.37,1394.86,554.63,9058.88,521.99,8138.64,391,150
2,11,0.0006,0.0004,100.0,642.26,1589.21,1401.29,554.7,9053.21,522.2,8135.85,392,150
2,12,0.0002,0.0006,100.0,641.64,1579.99,1401.9,554.57,9047.89,521.94,8136.49,392,150
2,13,0.0007,0.0005,100.0,641.78,1586.77,1401.53,554.69,9053.63,522.33,8140.61,391,150
2,14,-0.0024,-0.0004,100.0,641.66,1584.04,1395.46,554.47,9047.3,523.07,8140.09,391,150
2,15,-0.0012,-0.0003,100.0,642.21,1579.84,1402.11,554.17,9049.82,521.96,8137.72,393,150
2,16,-0.001,0.0003,100.0,641.81,1581.99,1393.46,554.53,9051.79,522.49,8133.45,392,150
2,17,0.0003,-0.0001,100.0,642.43,1583.58,1390.27,553.62,9052.05,522.71,8134.78,391,150
2,18,0.0014,0.0001,100.0,641.95,1588.43,1400.25,554.83,9051.35,522.92,8133.2,391,150
2,19,0.0025,0.0001,100.0,641.75,1576.84,1401.77,555.25,9055.07,522.38,8137.51,392,150
2,20,0.0042,-0.0004,100.0,642.34,1582.94,1394.38,554.64,9050.27,522.54,8139.83,391,150
2,21,-0.0023,0.0001,100.0,642.05,1579.51,1392.28,554.72,9055.29,522.58,8136.57,391,150
2,22,0.0024,0.0006,100.0,642.16,1580.18,1397.67,554.35,9053.31,521.73,8140.79,391,150
2,23,-0.0013,0.0003,100.0,642.37,1580.89,1387.5,554.69,9051.43,522.26,8131.57,393,150
2,24,-0.0019,-0.0,100.0,641.99,1580.97,1398.67,553.5,9052.35,522.25,8136.16,391,150
2,25,0.0063,0.0001,100.0,641.81,1585.38,1396.62,554.14,9055.28,522.31,8136.97,391,150
2,26,-0.0011,0.0003,100.0,641.87,1575.38,1392.3,554.03,9050.81,522.8,8137.27,391,150
2,27,0.0006,0.0005,100.0,642.12,1585.44,1402.31,555.16,9058.01,522.11,8137.73,392,150
2,28,0.0037,0.0005,100.0,642.04,1581.6,1397.45,554.77,9053.78,522.68,8136.55,390,150
2,29,-0.0032,-0.0003,100.0,642.08,1583.78,1398.08,554.75,9055.84,522.26,8140.77,390,150
2,30,0.0012,0.0,100.0,641.78,1590.32,1395.07,554.62,9050.8,522.43,8136.63,391,150
2,31,-0.0009,0.0005,100.0,641.97,1579.86,1390.94,554.8,9049.93,522.17,8131.62,391,150
2,32,0.0013,-0.0001,100.0,641.58,1584.52,1391.11,554.56,9045.87,522.54,8138.76,390,150
2,33,-0.0032,0.0004,100.0,641.79,1585.17,1396.15,553.62,9051.18,522.26,8133.62,392,150
2,34,0.0042,0.0003,100.0,642.12,1584.08,1394.24,555.09,9059.29,522.64,8139.8,390,150
2,35,0.002,0.0002,100.0,641.37,1575.73,1392.55,554.73,9057.34,522.0,8142.08,394,150
2,36,0.0013,0.0004,100.0,641.27,1581.56,1397.13,554.59,9055.79,522.32,8142.06,391,150
2,37,0.005,0.0005,100.0,642.1,1585.63,1396.29,555.01,9058.16,522.69,8136.08,391,150
2,38,0.0013,0.0005,100.0,642.22,1585.15,1397.75,554.21,9055.35,522.13,8134.91,390,150
2,39,-0.0018,0.0005,100.0,642.0,1585.69,1391.49,554.05,9061.16,522.79,8138.78,391,150
2,40,0.0005,0.0005,100.0,642.02,1582.69,1398.38,554.07,9046.96,522.3,8137.16,391,150
2,41,0.0015,0.0006,100.0,642.41,1578.97,1398.74,554.34,9053.6,522.22,8140.84,392,150
2,42,0.0016,0.0005,100.0,642.27,1579.21,1392.13,553.98,9046.36,522.87,8135.3,392,150
2,43,0.0027,0.0,100.0,642.02,1580.59,1391.6,554.14,9053.65,522.9,8135.14,392,150
2,44,0.0003,0.0003,100.0,642.01,1584.33,1398.69,554.16,9057.05,522.77,8137.23,392,150
2,45,-0.0014,-0.0002,100.0,642.05,1586.41,1397.6,554.2,9060.38,522.27,8141.93,390,150
2,46,0.0002,-0.0003,100.0,642.15,1575.45,1392.6,554.54,9053.33,522.08,8140.52,390,150
2,47,0.0021,0.0003,100.0,642.4,1583.85,1396.46,554.96,9046.52,522.73,8136.97,391,150
2,48,0.0006,-0.0001,100.0,642.09,1586.71,1397.95,554.67,9057.73,522.41,8134.97,392,150
2,49,-0.0006,0.0005,100.0,642.85,1583.86,1396.5,554.04,9049.11,522.83,8135.93,390,150
2,50,-0.0002,-0.0004,100.0,642.02,1577.86,1399.78,554.73,9051.65,522.16,8138.46,391,150
2,51,0.0008,0.0003,100.0,642.03,1585.34,1393.06,555.02,9055.92,522.34,8137.89,392,150
2,52,-0.001,-0.0001,100.0,641.52,1588.48,1401.66,554.76,9056.25,522.58,8134.22,392,150
2,53,-0.0023,-0.0001,100.0,642.0,1584.9,1397.09,554.33,9051.78,522.73,8137.95,391,150
2,54,0.0004,-0.0003,100.0,641.58,1583.46,1405.33,554.42,9046.85,522.48,8141.65,392,150
2,55,-0.0035,-0.0004,100.0,642.33,1585.59,1387.16,554.54,9044.62,522.7,8134.65,392,150
2,56,-0.0035,0.0002,100.0,641.84,1587.04,1388.97,554.72,9052.27,522.1,8139.72,391,150
2,57,-0.0003,-0.0001,100.0,642.5,1584.13,1389.62,553.87,9052.86,521.98,8136.88,391,150
2,58,-0.0,-0.0002,100.0,642.3,1582.93,1389.91,554.46,9047.75,522.24,8134.92,391,150
2,59,0.0032,-0.0,100.0,642.48,1584.24,1397.95,554.6,9053.2,522.78,8136.9,391,150
2,60,0.0014,-0.0002,100.0,642.09,1584.57,1396.84,554.06,9057.57,521.93,8141.27,393,150
