unit_id,cycle,op_setting_1,op_setting_2,op_setting_3,sensor_2,sensor_3,sensor_4,sensor_7,sensor_9,sensor_12,sensor_14,sensor_17,RUL,sensor_2_rollmean_5,sensor_3_rollmean_5,sensor_4_rollmean_5,sensor_7_rollmean_5,sensor_9_rollmean_5,sensor_12_rollmean_5,sensor_14_rollmean_5,sensor_17_rollmean_5,sensor_2_delta,sensor_3_delta,sensor_4_delta,sensor_7_delta,sensor_9_delta,sensor_12_delta,sensor_14_delta,sensor_17_delta
1,17,0.0002,0.0002,100.0,642.58,1584.96,1399.95,553.8,9054.92,521.89,8137.27,392,150,642.5120000000001,1586.38,1401.314,553.86,9050.134,521.88,8132.694,392.2,0.4500000000000455,-3.019999999999982,-4.5499999999999545,-0.14000000000010004,5.579999999999927,0.39999999999997726,1.160000000000764,0.0
1,18,-0.0031,-0.0001,100.0,642.62,1591.04,1396.12,554.2,9049.55,521.76,8132.73,392,150,642.422,1588.15,1400.3719999999998,554.0120000000001,9050.679999999998,521.862,8133.62,392.0,0.03999999999996362,6.079999999999927,-3.8300000000001546,0.40000000000009095,-5.3700000000008,-0.12999999999999545,-4.540000000000873,0.0
1,19,0.0032,-0.0003,100.0,641.79,1587.56,1400.35,554.18,9053.99,521.89,8129.13,391,150,642.3100000000001,1587.072,1400.61,553.952,9052.004,521.906,8132.56,391.6,-0.8300000000000409,-3.480000000000018,4.230000000000018,-0.020000000000095497,4.440000000000509,0.12999999999999545,-3.5999999999994543,-1.0
1,20,-0.0037,0.0001,100.0,643.04,1581.11,1405.23,554.81,9045.9,522.07,8129.71,392,150,642.432,1586.53,1401.23,554.1859999999999,9050.74,521.8199999999999,8132.99,391.8,1.25,-6.4500000000000455,4.880000000000109,0.6299999999999955,-8.090000000000146,0.18000000000006366,0.5799999999999272,1.0
1,21,-0.0012,0.0001,100.0,642.37,1586.07,1398.13,554.08,9048.15,522.42,8134.02,392,150,642.48,1586.148,1399.956,554.2139999999999,9050.501999999999,522.006,8132.572,391.8,-0.6699999999999591,4.960000000000036,-7.099999999999909,-0.7299999999999045,2.25,0.34999999999990905,4.3100000000004,0.0
1,22,0.0002,0.0,100.0,642.77,1592.93,1400.57,553.63,9061.21,522.0,8130.41,392,150,642.5179999999999,1587.7419999999997,1400.08,554.1800000000001,9051.759999999998,522.028,8131.2,391.8,0.39999999999997726,6.860000000000127,2.439999999999827,-0.4500000000000455,13.05999999999949,-0.4199999999999591,-3.610000000000582,0.0
1,23,0.0034,-0.0003,100.0,642.14,1588.19,1394.75,553.98,9046.28,521.52,8127.9,392,150,642.4219999999999,1587.172,1399.806,554.136,9051.106,521.98,8130.2339999999995,391.8,-0.6299999999999955,-4.740000000000009,-5.819999999999936,0.35000000000002274,-14.929999999998472,-0.4800000000000182,-2.5100000000002183,0.0
1,24,-0.001,0.0003,100.0,642.38,1590.83,1398.81,553.49,9043.76,522.13,8133.88,392,150,642.54,1587.826,1399.498,553.9979999999999,9049.06,522.028,8131.183999999999,392.0,0.2400000000000091,2.6399999999998727,4.059999999999945,-0.4900000000000091,-2.5200000000004366,0.6100000000000136,5.980000000000473,0.0
1,25,0.0023,-0.0004,100.0,642.77,1594.1,1399.39,554.0,9054.16,522.56,8136.61,393,150,642.486,1590.4240000000002,1398.33,553.836,9050.712,522.126,8132.564,392.2,0.38999999999998636,3.269999999999982,0.5800000000001546,0.5099999999999909,10.399999999999636,0.42999999999995,2.7299999999995634,1.0
1,26,0.0,0.0002,100.0,642.16,1589.08,1396.07,554.11,9047.11,522.28,8131.15,394,150,642.444,1591.0259999999998,1397.9180000000001,553.842,9050.504,522.098,8131.99,392.6,-0.6100000000000136,-5.019999999999982,-3.3200000000001637,0.11000000000001364,-7.049999999999272,-0.2799999999999727,-5.460000000000036,1.0
1,27,-0.0012,-0.0004,100.0,642.44,1590.47,1401.84,554.07,9047.96,522.0,8134.6,393,150,642.3779999999999,1590.5339999999999,1398.172,553.9300000000001,9047.854000000001,522.098,8132.8279999999995,392.8,0.2800000000000864,1.3900000000001,5.769999999999982,-0.03999999999996362,0.8499999999985448,-0.2799999999999727,3.4500000000007276,-1.0
1,28,-0.0024,0.0005,100.0,642.35,1582.84,1399.13,554.68,9049.84,522.57,8127.3,390,150,642.4200000000001,1589.464,1399.048,554.0699999999999,9048.566,522.308,8132.7080000000005,392.4,-0.09000000000003183,-7.630000000000109,-2.709999999999809,0.6099999999999,1.8800000000010186,0.57000000000005,-7.300000000000182,-3.0
1,29,0.0012,-0.0001,100.0,641.91,1584.83,1400.99,554.25,9050.47,522.41,8133.06,393,150,642.326,1588.264,1399.484,554.222,9049.908,522.3639999999999,8132.544,392.6,-0.44000000000005457,1.990000000000009,1.8599999999999,-0.42999999999995,0.6299999999991996,-0.16000000000008185,5.760000000000218,3.0
1,30,-0.0022,0.0,100.0,642.2,1593.52,1396.08,554.37,9045.62,522.19,8137.86,390,150,642.212,1588.148,1398.8220000000001,554.296,9048.2,522.29,8132.794,392.0,0.2900000000000773,8.690000000000055,-4.910000000000082,0.12000000000000455,-4.849999999998545,-0.2199999999999136,4.799999999999272,-3.0
1,31,0.0014,0.0005,100.0,642.02,1584.18,1396.9,554.13,9058.78,521.95,8125.28,392,150,642.184,1587.168,1398.9879999999998,554.3,9050.534,522.224,8131.62,391.6,-0.18000000000006366,-9.339999999999918,0.8200000000001637,-0.2400000000000091,13.159999999999854,-0.2400000000000091,-12.579999999999927,2.0
1,32,0.0005,-0.0003,100.0,642.33,1591.38,1400.36,554.96,9050.97,521.92,8129.7,392,150,642.162,1587.35,1398.6920000000002,554.478,9051.136,522.208,8130.640000000001,391.4,0.3100000000000591,7.2000000000000455,3.459999999999809,0.8300000000000409,-7.81000000000131,-0.030000000000086402,4.420000000000073,0.0
1,33,-0.0042,-0.0004,100.0,642.71,1588.4,1402.43,554.61,9047.13,521.91,8134.42,392,150,642.234,1588.462,1399.3519999999999,554.464,9050.594000000001,522.076,8132.064,391.8,0.37999999999999545,-2.980000000000018,2.0700000000001637,-0.35000000000002274,-3.8400000000001455,-0.009999999999990905,4.720000000000255,0.0
1,34,0.0015,-0.0001,100.0,642.54,1581.47,1400.48,554.3,9046.46,521.7,8126.61,392,150,642.36,1587.7900000000002,1399.25,554.4739999999999,9049.792,521.934,8130.774,391.6,-0.17000000000007276,-6.930000000000064,-1.9500000000000455,-0.3100000000000591,-0.6700000000000728,-0.2099999999999227,-7.8100000000004,0.0
1,35,0.0003,0.0002,100.0,642.44,1590.0,1403.0,554.3,9045.76,521.75,8140.17,391,150,642.408,1587.086,1400.634,554.46,9049.82,521.846,8131.236,391.8,-0.09999999999990905,8.529999999999973,2.519999999999982,0.0,-0.6999999999989086,0.049999999999954525,13.5600000000004,-1.0
1,36,-0.0004,-0.0002,100.0,642.54,1581.72,1405.54,554.53,9044.56,522.32,8132.48,392,150,642.5120000000001,1586.594,1402.362,554.54,9046.975999999999,521.92,8132.676000000001,391.8,0.09999999999990905,-8.279999999999973,2.5399999999999636,0.2300000000000182,-1.2000000000007276,0.57000000000005,-7.690000000000509,1.0
1,37,-0.0004,-0.0,100.0,641.99,1579.11,1398.9,554.63,9055.44,522.29,8131.95,392,150,642.4440000000001,1584.14,1402.0700000000002,554.4739999999999,9047.869999999999,521.994,8133.125999999999,391.8,-0.5499999999999545,-2.6100000000001273,-6.639999999999873,0.10000000000002274,10.880000000001019,-0.030000000000086402,-0.5299999999997453,0.0
1,38,-0.0018,-0.0002,100.0,641.93,1589.6,1399.5,554.7,9055.27,522.42,8136.61,392,150,642.288,1584.3799999999999,1401.484,554.492,9049.498,522.096,8133.564,391.8,-0.06000000000005912,10.490000000000009,0.599999999999909,0.07000000000005002,-0.17000000000007276,0.12999999999999545,4.6599999999998545,0.0
1,39,-0.003,-0.0001,100.0,642.01,1583.21,1400.69,553.97,9051.76,522.23,8131.81,392,150,642.182,1584.728,1401.526,554.426,9050.558,522.202,8134.603999999999,391.8,0.08000000000004093,-6.389999999999873,1.1900000000000546,-0.7300000000000182,-3.5100000000002183,-0.18999999999994088,-4.799999999999272,0.0
1,40,-0.0,-0.0004,100.0,642.24,1582.08,1401.77,554.57,9052.98,521.84,8131.03,392,150,642.142,1583.1439999999998,1401.28,554.48,9052.001999999999,522.22,8132.776,392.0,0.2300000000000182,-1.1300000000001091,1.0799999999999272,0.6000000000000227,1.2199999999993452,-0.38999999999998636,-0.7800000000006548,0.0
1,41,0.0033,0.0004,100.0,642.4,1591.31,1403.21,553.72,9048.99,522.07,8138.08,392,150,642.114,1585.062,1400.8139999999999,554.318,9052.888,522.17,8133.895999999999,392.0,0.15999999999996817,9.230000000000018,1.4400000000000546,-0.8500000000000227,-3.9899999999997817,0.2300000000000182,7.050000000000182,0.0
1,42,0.0005,-0.0004,100.0,642.12,1584.66,1401.38,553.94,9057.06,522.23,8130.88,392,150,642.14,1586.172,1401.31,554.1800000000001,9053.212,522.158,8133.681999999999,392.0,-0.2799999999999727,-6.649999999999864,-1.8299999999999272,0.22000000000002728,8.069999999999709,0.15999999999996817,-7.199999999999818,0.0
1,43,-0.0027,0.0005,100.0,642.24,1591.52,1406.05,553.68,9057.88,522.74,8127.22,392,149,642.202,1586.556,1402.6200000000001,553.976,9053.734,522.222,8131.803999999999,392.0,0.12000000000000455,6.8599999999999,4.669999999999845,-0.2600000000001046,0.819999999999709,0.5099999999999909,-3.6599999999998545,0.0
1,44,-0.0001,0.0002,100.0,641.93,1586.94,1401.2,554.15,9046.87,522.3,8131.45,392,148,642.1859999999999,1587.3020000000001,1402.722,554.012,9052.756,522.236,8131.732000000001,392.0,-0.3100000000000591,-4.579999999999927,-4.849999999999909,0.4700000000000273,-11.0099999999984,-0.44000000000005457,4.229999999999563,0.0
1,45,-0.0013,-0.0,100.0,642.53,1582.42,1399.16,553.83,9060.32,521.73,8128.31,393,147,642.244,1587.3700000000001,1402.2,553.8639999999999,9054.224,522.214,8131.188,392.2,0.6000000000000227,-4.519999999999982,-2.0399999999999636,-0.31999999999993634,13.449999999998909,-0.5699999999999363,-3.139999999999418,1.0
1,46,0.0003,0.0001,100.0,642.43,1588.29,1401.27,553.76,9060.38,522.02,8128.71,393,146,642.25,1586.766,1401.8120000000001,553.8720000000001,9056.501999999999,522.204,8129.314,392.4,-0.10000000000002274,5.869999999999891,2.1099999999999,-0.07000000000005002,0.05999999999949068,0.2899999999999636,0.3999999999996362,0.0
1,47,0.0,0.0005,100.0,642.21,1580.32,1402.89,554.38,9052.04,521.84,8126.21,392,145,642.268,1585.898,1402.114,553.96,9055.498,522.126,8128.38,392.4,-0.2199999999999136,-7.970000000000027,1.6200000000001182,0.6200000000000045,-8.339999999998327,-0.17999999999994998,-2.5,-1.0
1,48,0.0019,0.0001,100.0,641.89,1588.51,1399.16,554.02,9045.26,521.91,8129.99,392,144,642.198,1585.296,1400.736,554.028,9052.974,521.9599999999999,8128.933999999999,392.4,-0.32000000000005,8.190000000000055,-3.730000000000018,-0.36000000000001364,-6.780000000000655,0.06999999999993634,3.7799999999997453,0.0
1,49,-0.0014,0.0005,100.0,642.23,1584.35,1397.76,554.23,9050.64,521.37,8135.48,392,143,642.258,1584.7779999999998,1400.0480000000002,554.0440000000001,9053.728,521.774,8129.74,392.4,0.34000000000003183,-4.160000000000082,-1.400000000000091,0.21000000000003638,5.3799999999992,-0.5399999999999636,5.489999999999782,0.0
1,50,-0.0032,-0.0001,100.0,642.77,1588.49,1403.62,553.92,9048.6,522.33,8127.3,392,142,642.306,1585.9919999999997,1400.94,554.0620000000001,9051.384,521.894,8129.5380000000005,392.2,0.5399999999999636,4.1400000000001,5.8599999999999,-0.3100000000000591,-2.039999999999054,0.9600000000000364,-8.179999999999382,0.0
1,51,-0.001,0.0003,100.0,642.81,1585.54,1400.42,553.73,9047.09,521.91,8134.36,393,141,642.382,1585.4419999999998,1400.77,554.0559999999999,9048.726,521.8720000000001,8130.668,392.2,0.03999999999996362,-2.9500000000000455,-3.199999999999818,-0.18999999999994088,-1.5100000000002183,-0.42000000000007276,7.059999999999491,1.0
1,52,0.0018,-0.0001,100.0,642.76,1583.77,1395.57,553.04,9056.01,522.1,8132.82,391,140,642.492,1586.132,1399.306,553.7879999999999,9049.52,521.924,8131.99,392.0,-0.049999999999954525,-1.7699999999999818,-4.850000000000136,-0.6900000000000546,8.920000000000073,0.19000000000005457,-1.5399999999999636,-2.0
1,53,0.0021,-0.0001,100.0,642.61,1579.82,1402.26,554.16,9051.15,521.96,8134.38,392,139,642.636,1584.3939999999998,1399.926,553.816,9050.698,521.934,8132.8679999999995,392.0,-0.14999999999997726,-3.9500000000000455,6.690000000000055,1.1200000000000045,-4.860000000000582,-0.13999999999998636,1.5600000000004002,1.0
1,54,-0.0002,0.0005,100.0,642.42,1592.59,1401.2,553.95,9056.29,522.44,8129.95,392,138,642.674,1586.042,1400.614,553.76,9051.828,522.148,8131.762,392.0,-0.19000000000005457,12.769999999999982,-1.0599999999999454,-0.2099999999999227,5.140000000001237,0.4800000000000182,-4.430000000000291,0.0
1,55,0.0009,-0.0,100.0,642.41,1584.95,1401.58,554.45,9048.94,522.11,8134.1,392,137,642.602,1585.3339999999998,1400.206,553.8660000000001,9051.896,522.104,8133.122,392.0,-0.009999999999990905,-7.639999999999873,0.37999999999988177,0.5,-7.350000000000364,-0.3300000000000409,4.150000000000546,0.0
1,56,0.0007,-0.0002,100.0,642.49,1586.33,1400.76,553.98,9042.42,522.48,8135.4,391,136,642.538,1585.4919999999997,1400.274,553.916,9050.962,522.2180000000001,8133.33,391.6,0.08000000000004093,1.3799999999998818,-0.8199999999999363,-0.4700000000000273,-6.520000000000437,0.37000000000000455,1.2999999999992724,-1.0
1,57,-0.0033,0.0,100.0,642.13,1583.67,1402.79,553.42,9050.8,521.62,8135.48,392,135,642.412,1585.472,1401.718,553.992,9049.920000000002,522.1220000000001,8133.861999999999,391.8,-0.36000000000001364,-2.6599999999998545,2.0299999999999727,-0.5600000000000591,8.3799999999992,-0.8600000000000136,0.07999999999992724,1.0
1,58,-0.0014,0.0001,100.0,641.9,1590.46,1397.99,554.14,9050.33,522.21,8132.08,390,134,642.27,1587.6,1400.864,553.988,9049.756,522.172,8133.401999999999,391.4,-0.2300000000000182,6.789999999999964,-4.7999999999999545,0.7200000000000273,-0.46999999999934516,0.5900000000000318,-3.399999999999636,-2.0
1,59,-0.0006,0.0002,100.0,642.33,1596.72,1403.51,554.62,9050.06,521.32,8128.81,392,133,642.2520000000001,1588.426,1401.326,554.1220000000001,9048.51,521.9480000000001,8133.174000000001,391.4,0.43000000000006366,6.259999999999991,5.519999999999982,0.4800000000000182,-0.27000000000043656,-0.8899999999999864,-3.269999999999527,2.0
1,60,-0.001,-0.0002,100.0,642.34,1582.75,1403.07,554.0,9051.69,522.49,8132.89,393,132,642.238,1587.986,1401.624,554.0319999999999,9049.060000000001,522.024,8132.932000000001,391.6,0.009999999999990905,-13.970000000000027,-0.44000000000005457,-0.6200000000000045,1.6300000000010186,1.169999999999959,4.079999999999927,1.0
1,61,0.0004,0.0005,100.0,642.1,1583.55,1405.52,554.09,9050.58,522.34,8131.66,391,131,642.1600000000001,1587.43,1402.5759999999998,554.054,9050.692,521.996,8132.183999999999,391.6,-0.2400000000000091,0.7999999999999545,2.4500000000000455,0.09000000000003183,-1.110000000000582,-0.14999999999997726,-1.230000000000473,-2.0
1,62,0.0004,0.0001,100.0,642.17,1581.59,1399.54,554.45,9053.62,522.19,8132.28,391,130,642.1679999999999,1587.014,1401.926,554.26,9051.256,522.11,8131.544,391.4,0.06999999999993634,-1.9600000000000364,-5.980000000000018,0.36000000000001364,3.040000000000873,-0.14999999999997726,0.6199999999998909,0.0
1,63,0.0015,0.0002,100.0,642.6,1592.14,1395.38,553.48,9049.96,521.56,8130.73,394,129,642.308,1587.35,1401.404,554.1279999999999,9051.181999999999,521.98,8131.274,392.2,0.43000000000006366,10.550000000000182,-4.1599999999998545,-0.9700000000000273,-3.6600000000016735,-0.6300000000001091,-1.550000000000182,3.0
1,64,0.0017,0.0002,100.0,642.23,1584.51,1400.11,553.88,9043.67,521.82,8128.15,391,128,642.2880000000001,1584.908,1400.724,553.98,9049.903999999999,522.08,8131.142,392.0,-0.37000000000000455,-7.630000000000109,4.729999999999791,0.39999999999997726,-6.289999999999054,0.2600000000001046,-2.5799999999999272,-3.0
1,65,-0.0,0.0005,100.0,642.28,1584.72,1403.24,553.97,9044.01,521.54,8132.94,392,127,642.2760000000001,1585.3020000000001,1400.758,553.9739999999999,9048.368,521.89,8131.151999999999,391.8,0.049999999999954525,0.21000000000003638,3.130000000000109,0.09000000000003183,0.3400000000001455,-0.2800000000000864,4.789999999999964,1.0
1,66,-0.0007,-0.0004,100.0,642.5,1588.5,1399.52,554.0,9059.45,521.76,8128.32,391,126,642.356,1586.292,1399.5580000000002,553.9559999999999,9050.142000000002,521.774,8130.4839999999995,391.8,0.22000000000002728,3.7799999999999727,-3.7200000000000273,0.029999999999972715,15.44000000000051,0.22000000000002728,-4.619999999999891,-1.0
1,67,0.0016,-0.0004,100.0,642.33,1590.22,1403.02,554.31,9050.24,522.64,8134.07,393,125,642.388,1588.018,1400.254,553.9280000000001,9049.466,521.864,8130.842,392.2,-0.16999999999995907,1.7200000000000273,3.5,0.30999999999994543,-9.210000000000946,0.8799999999999955,5.75,2.0
1,68,-0.0018,0.0,100.0,642.51,1582.06,1404.42,554.04,9051.78,521.72,8132.39,392,124,642.3700000000001,1586.002,1402.062,554.04,9049.83,521.896,8131.174000000001,391.8,0.17999999999994998,-8.160000000000082,1.400000000000091,-0.2699999999999818,1.5400000000008731,-0.9199999999999591,-1.6799999999993815,-1.0
1,69,-0.0022,0.0005,100.0,642.44,1590.7,1401.24,554.65,9050.59,522.22,8129.13,392,123,642.412,1587.24,1402.288,554.194,9051.214000000002,521.976,8131.37,392.0,-0.06999999999993634,8.6400000000001,-3.1800000000000637,0.6100000000000136,-1.1900000000005093,0.5,-3.2600000000002183,0.0
1,70,-0.0005,0.0002,100.0,642.22,1584.02,1402.78,554.01,9053.43,521.93,8130.36,392,122,642.4,1587.1,1402.196,554.202,9053.098000000002,522.054,8130.853999999999,392.0,-0.22000000000002728,-6.680000000000064,1.5399999999999636,-0.6399999999999864,2.8400000000001455,-0.2900000000000773,1.2299999999995634,0.0
1,71,0.0016,-0.0003,100.0,642.21,1580.41,1403.09,554.06,9046.09,521.72,8134.28,391,121,642.342,1585.482,1402.9099999999999,554.214,9050.426000000001,522.046,8132.045999999999,392.0,-0.009999999999990905,-3.6099999999999,0.30999999999994543,0.049999999999954525,-7.3400000000001455,-0.2099999999999227,3.9200000000000728,-1.0
1,72,-0.0017,0.0001,100.0,642.41,1579.25,1406.81,553.76,9054.42,521.97,8133.95,391,120,642.358,1583.288,1403.6680000000001,554.104,9051.261999999999,521.912,8132.022,391.6,0.1999999999999318,-1.1600000000000819,3.7200000000000273,-0.2999999999999545,8.329999999999927,0.25,-0.32999999999992724,0.0
1,73,-0.0012,-0.0002,100.0,642.29,1592.04,1397.93,553.88,9049.64,522.04,8129.85,391,119,642.314,1585.284,1402.3700000000001,554.0719999999999,9050.833999999999,521.976,8131.514,391.4,-0.12000000000000455,12.789999999999964,-8.879999999999882,0.12000000000000455,-4.780000000000655,0.06999999999993634,-4.099999999999454,0.0
1,74,0.0027,0.0001,100.0,642.96,1584.65,1401.48,554.03,9045.85,522.25,8132.67,392,118,642.418,1584.074,1402.4180000000001,553.948,9049.886000000002,521.982,8132.222,391.4,0.6700000000000728,-7.389999999999873,3.5499999999999545,0.14999999999997726,-3.789999999999054,0.21000000000003638,2.819999999999709,1.0
1,75,0.0009,-0.0004,100.0,641.96,1582.32,1394.82,553.6,9042.32,521.77,8130.13,392,117,642.366,1583.734,1400.8259999999998,553.866,9047.663999999999,521.95,8132.1759999999995,391.4,-1.0,-2.3300000000001546,-6.660000000000082,-0.42999999999995,-3.530000000000655,-0.4800000000000182,-2.5399999999999636,0.0
1,76,-0.0015,0.0002,100.0,642.21,1589.21,1398.94,553.66,9056.55,521.58,8136.44,390,116,642.366,1585.4940000000001,1399.996,553.786,9049.756,521.9219999999999,8132.608,391.2,0.25,6.8900000000001,4.120000000000118,0.05999999999994543,14.229999999999563,-0.18999999999994088,6.309999999999491,-2.0
1,77,0.0022,0.0004,100.0,642.55,1586.3,1400.97,554.61,9046.44,521.6,8135.25,393,115,642.394,1586.904,1398.828,553.956,9048.16,521.848,8132.8679999999995,391.6,0.33999999999991815,-2.910000000000082,2.0299999999999727,0.9500000000000455,-10.109999999998763,0.01999999999998181,-1.1899999999995998,3.0
1,78,0.004,0.0002,100.0,641.99,1580.76,1404.1,553.47,9042.37,522.28,8133.91,392,114,642.3340000000001,1584.648,1400.062,553.874,9046.706,521.896,8133.68,391.8,-0.5599999999999454,-5.539999999999964,3.1299999999998818,-1.1399999999999864,-4.069999999999709,0.67999999999995,-1.3400000000001455,-1.0
1,79,0.0022,-0.0002,100.0,642.12,1582.46,1403.93,553.77,9047.86,521.85,8135.4,394,113,642.166,1584.21,1400.5520000000001,553.822,9047.107999999998,521.816,8134.226,392.2,0.12999999999999545,1.7000000000000455,-0.16999999999984539,0.2999999999999545,5.489999999999782,-0.42999999999995,1.4899999999997817,2.0
1,80,-0.0002,-0.0004,100.0,641.94,1591.96,1393.58,553.91,9043.67,521.52,8134.66,392,112,642.162,1586.138,1400.304,553.884,9047.378,521.766,8135.1320000000005,392.2,-0.17999999999994998,9.5,-10.350000000000136,0.13999999999998636,-4.190000000000509,-0.3300000000000409,-0.7399999999997817,-2.0
1,81,-0.0018,-0.0004,100.0,642.73,1584.82,1402.04,553.88,9045.31,521.66,8128.87,392,111,642.2660000000001,1585.2599999999998,1400.924,553.928,9045.130000000001,521.7819999999999,8133.6179999999995,392.6,0.7899999999999636,-7.1400000000001,8.460000000000036,-0.029999999999972715,1.639999999999418,0.13999999999998636,-5.789999999999964,0.0
